project_id,work_name,category,mp_name,state,district,agency_name,sanction_date,expected_completion,actual_completion,estimated_cost,sanctioned_amount,released_amount,expenditure,progress_percentage,latitude,longitude,status,is_cost_anomaly,is_exp_anomaly,is_progress_anomaly,is_delay,is_duplicate
MPLAD-2024-04202,Construction of Education in District_15,Education,MP_3,Maharashtra,District_15,Agency_1,2023-06-28,2024-03-20,,3244057.81,6722245.37,4324122.27,3747731.17,50.21,17.674434,87.125427,In Progress,True,False,False,False,False
MPLAD-2024-04203,Construction of Community Hall in District_14,Community Hall,MP_19,Gujarat,District_14,Agency_26,2023-03-13,2023-12-05,2024-06-02,4631690.15,4508772.48,3474234.75,2578216.2,61.46,9.46499,80.309791,Delayed,False,False,False,True,False
MPLAD-2024-04204,Construction of Education in District_2,Education,MP_13,Uttar Pradesh,District_2,Agency_27,2023-03-31,2024-01-04,,1729862.7,1647094.41,944634.12,887400.45,8.86,35.115892,73.952376,In Progress,False,False,True,False,False
MPLAD-2024-04205,Construction of Roads in District_2,Roads,MP_48,Gujarat,District_2,Agency_9,2023-11-23,2024-05-24,,4725180.91,4798242.1,2670746.12,2034739.5,40.87,19.111442,80.764958,In Progress,False,False,False,False,False
MPLAD-2024-04206,Construction of Community Hall in District_3,Community Hall,MP_7,Karnataka,District_3,Agency_6,2023-12-26,2024-08-21,2025-01-09,2690828.09,2734986.97,2418231.81,1567328.49,62.17,35.215523,69.180023,Delayed,False,False,False,True,False
MPLAD-2024-04207,Construction of Water Supply in District_5,Water Supply,MP_6,Karnataka,District_5,Agency_4,2023-02-24,2023-08-23,,1059635.16,1051694.92,836436.77,522820.77,47.32,27.671681,85.449424,In Progress,False,False,False,False,False
MPLAD-2024-04208,Construction of Community Hall in District_14,Community Hall,MP_28,Karnataka,District_14,Agency_8,2023-08-03,2024-06-01,,1668587.5,1732744.85,1455484.94,965218.39,57.75,11.26694,81.579428,In Progress,False,False,False,False,False
MPLAD-2024-04209,Construction of Roads in District_1,Roads,MP_29,Maharashtra,District_1,Agency_25,2023-11-27,2024-09-12,,1675937.64,2583342.64,1728677.66,981596.71,39.01,27.547969,72.312077,In Progress,True,False,False,False,False
MPLAD-2024-04210,Construction of Health in District_10,Health,MP_31,Maharashtra,District_10,Agency_29,2023-08-07,2024-06-22,,1098452.02,1130615.86,566470.78,370902.91,32.77,31.740623,92.318201,In Progress,False,False,False,False,False
MPLAD-2024-04211,Construction of Water Supply in District_6,Water Supply,MP_22,Tamil Nadu,District_6,Agency_6,2023-10-26,2024-09-15,,3899757.76,3801170.96,3269362.31,1997392.84,49.55,23.866711,87.686779,In Progress,False,False,False,False,False
MPLAD-2024-04212,Construction of Water Supply in District_19,Water Supply,MP_24,Uttar Pradesh,District_19,Agency_3,2023-03-24,2024-03-09,,1212207.06,1158872.69,1033813.34,916758.55,22.26,20.436012,92.514178,In Progress,False,False,True,False,False
MPLAD-2024-04213,Construction of Community Hall in District_4,Community Hall,MP_17,Maharashtra,District_4,Agency_22,2023-11-27,2024-06-09,,3915268.13,3946431.39,2604165.47,1534108.09,38.24,16.317855,77.838499,In Progress,False,False,False,False,False
MPLAD-2024-04214,Construction of Roads in District_4,Roads,MP_40,Tamil Nadu,District_4,Agency_20,2023-04-24,2023-11-26,,3062524.22,2961183.44,2674210.24,1512234.49,50.87,29.633169,82.065601,In Progress,False,False,False,False,False
MPLAD-2024-04215,Construction of Water Supply in District_5,Water Supply,MP_22,Karnataka,District_5,Agency_23,2023-11-23,2024-11-01,,2444088.25,2437951.47,2253484.72,3371602.27,40.02,31.009877,68.420172,In Progress,False,True,True,False,False
MPLAD-2024-04216,Construction of Community Hall in District_8,Community Hall,MP_33,Uttar Pradesh,District_8,Agency_25,2023-12-16,2024-11-08,,4521457.64,4726754.31,3722719.24,3124151.36,66.26,16.299908,92.715191,In Progress,False,False,False,False,False
MPLAD-2024-04217,Construction of Community Hall in District_8,Roads,MP_36,Karnataka,District_6,Agency_24,2023-07-29,2024-05-05,2024-08-22,3387346.85,3414236.65,2832334.99,4085363.58,100.0,16.300008,92.715291,Delayed,False,True,False,True,True
MPLAD-2024-04218,Construction of Sanitation in District_2,Sanitation,MP_23,Gujarat,District_2,Agency_3,2023-05-21,2024-04-10,,4921193.33,4948043.71,4795261.36,4152774.36,86.71,18.131591,76.825261,In Progress,False,False,False,False,False
MPLAD-2024-04219,Construction of Water Supply in District_2,Water Supply,MP_45,Gujarat,District_2,Agency_17,2023-05-08,2024-01-15,,3573684.26,3549583.78,3192413.34,2688668.18,72.9,28.379135,82.341956,In Progress,False,False,False,False,False
MPLAD-2024-04220,Construction of Community Hall in District_4,Community Hall,MP_46,Tamil Nadu,District_4,Agency_14,2023-09-09,2024-05-20,,2293168.4,2273210.18,2154266.58,1425656.92,60.05,18.202409,74.223935,In Progress,False,False,False,False,False
MPLAD-2024-04221,Construction of Health in District_10,Health,MP_9,Karnataka,District_10,Agency_20,2023-06-04,2024-04-12,,3178539.95,3066476.21,2786574.07,1676155.26,55.73,11.625739,96.375141,In Progress,False,False,False,False,False
MPLAD-2024-04222,Construction of Community Hall in District_19,Community Hall,MP_22,Uttar Pradesh,District_19,Agency_4,2023-01-21,2023-12-09,,2818301.84,2909099.44,2572586.22,2112509.71,77.37,10.913445,87.676419,In Progress,False,False,False,False,False
MPLAD-2024-04223,Construction of Education in District_5,Education,MP_29,Karnataka,District_5,Agency_16,2023-04-06,2023-12-28,,2063308.94,2122293.1,2076524.53,1880646.57,81.79,18.71702,78.56536,In Progress,False,False,False,False,False
MPLAD-2024-04224,Construction of Sanitation in District_13,Sanitation,MP_26,Karnataka,District_13,Agency_8,2023-08-15,2024-04-15,,1489185.07,1429338.6,989738.46,936720.35,66.44,26.031667,81.659548,In Progress,False,False,False,False,False
MPLAD-2024-04225,Construction of Water Supply in District_6,Water Supply,MP_9,Tamil Nadu,District_6,Agency_10,2023-06-19,2024-01-14,,3649322.21,3815972.92,3031214.18,1604322.57,41.98,36.789787,79.234679,In Progress,False,False,False,False,False
MPLAD-2024-04226,Construction of Water Supply in District_3,Water Supply,MP_30,Tamil Nadu,District_3,Agency_4,2023-10-11,2024-06-23,,3375524.95,3242744.21,1850278.23,1653420.93,48.95,16.858087,79.229177,In Progress,False,False,False,False,False
MPLAD-2024-04227,Construction of Water Supply in District_3,Roads,MP_41,Tamil Nadu,District_1,Agency_1,2023-06-20,2024-06-15,,4865914.69,4663682.65,4241069.3,2772391.43,63.6,16.858187,79.229277,In Progress,False,False,False,False,True
MPLAD-2024-04228,Construction of Water Supply in District_10,Water Supply,MP_35,Karnataka,District_10,Agency_15,2023-05-08,2023-12-04,,1517425.46,1463462.1,1286925.32,727389.1,47.32,13.927552,78.314678,In Progress,False,False,False,False,False
MPLAD-2024-04229,Construction of Water Supply in District_8,Water Supply,MP_13,Gujarat,District_8,Agency_12,2023-03-07,2023-11-07,,1297466.3,1343752.44,1249788.07,857129.41,65.22,26.616596,89.728485,In Progress,False,False,False,False,False
MPLAD-2024-04230,Construction of Sanitation in District_4,Sanitation,MP_25,Gujarat,District_4,Agency_28,2023-05-08,2024-01-22,,3082760.35,6197384.25,5054908.17,4126684.37,64.55,17.580744,75.821834,In Progress,True,False,False,False,False
MPLAD-2024-04231,Construction of Health in District_14,Health,MP_7,Tamil Nadu,District_14,Agency_26,2023-12-02,2024-06-26,2024-09-19,3195386.22,3150700.56,2426532.94,1656577.4,56.12,10.120777,84.594107,Delayed,False,False,False,True,False
MPLAD-2024-04232,Construction of Water Supply in District_19,Water Supply,MP_42,Uttar Pradesh,District_19,Agency_22,2023-10-23,2024-08-27,2024-08-20,3302495.0,3264092.7,2319171.97,3293346.05,96.47,33.27071,93.993956,Completed,False,True,False,False,False
MPLAD-2024-04233,Construction of Health in District_9,Health,MP_19,Gujarat,District_9,Agency_18,2023-03-10,2024-01-01,,3602477.22,3700773.59,2984576.81,2197742.68,64.93,16.196994,72.470377,In Progress,False,False,False,False,False
MPLAD-2024-04234,Construction of Water Supply in District_4,Water Supply,MP_21,Karnataka,District_4,Agency_13,2023-11-05,2024-05-04,,2149941.45,2174585.29,1288641.23,1171331.48,52.91,32.648923,75.22786,In Progress,False,False,False,False,False
MPLAD-2024-04235,Construction of Water Supply in District_9,Water Supply,MP_32,Tamil Nadu,District_9,Agency_19,2023-01-02,2023-12-16,,2252673.42,2153380.85,1354226.43,975911.38,49.36,19.278186,86.552573,In Progress,False,False,False,False,False
MPLAD-2024-04236,Construction of Sanitation in District_6,Sanitation,MP_11,Gujarat,District_6,Agency_19,2023-02-19,2024-01-19,,2710840.47,2587982.97,1945558.42,1030486.69,42.87,29.838072,78.980893,In Progress,False,False,False,False,False
MPLAD-2024-04237,Construction of Sanitation in District_2,Sanitation,MP_10,Tamil Nadu,District_2,Agency_23,2023-03-06,2023-12-17,,3560874.66,3422722.75,2913686.85,2535576.49,78.85,16.244049,75.64864,In Progress,False,False,False,False,False
MPLAD-2024-04238,Construction of Education in District_1,Education,MP_11,Gujarat,District_1,Agency_8,2023-07-31,2024-02-07,,3085590.75,3229926.1,3101573.64,2052737.18,67.11,34.718215,75.566868,In Progress,False,False,False,False,False
MPLAD-2024-04239,Construction of Education in District_1,Health,MP_2,Gujarat,District_18,Agency_22,2023-09-19,2024-03-20,2024-07-21,4321182.6,4220886.06,2834920.4,1671098.57,39.65,34.718315,75.566968,Delayed,False,False,False,True,True
MPLAD-2024-04240,Construction of Health in District_15,Health,MP_35,Uttar Pradesh,District_15,Agency_5,2023-09-03,2024-08-09,,1493760.04,1456681.32,1138295.84,867875.86,60.5,10.233101,89.857181,In Progress,False,False,False,False,False
MPLAD-2024-04241,Construction of Community Hall in District_2,Community Hall,MP_49,Uttar Pradesh,District_2,Agency_7,2023-10-05,2024-04-18,2024-04-05,4637712.8,9324209.45,8013362.14,11744433.21,100.0,27.555446,88.920728,Completed,True,True,False,False,False
MPLAD-2024-04242,Construction of Education in District_7,Education,MP_46,Uttar Pradesh,District_7,Agency_19,2023-02-27,2023-11-27,,2042009.81,2058892.71,1896420.46,1200952.3,62.96,25.991077,80.272071,In Progress,False,False,False,False,False
MPLAD-2024-04243,Construction of Community Hall in District_19,Community Hall,MP_36,Maharashtra,District_19,Agency_2,2023-03-06,2023-12-27,,3492731.85,3458454.14,3178380.92,2279036.94,71.19,22.784434,87.150683,In Progress,False,False,False,False,False
MPLAD-2024-04244,Construction of Education in District_10,Education,MP_10,Gujarat,District_10,Agency_22,2023-05-02,2024-01-15,,4990977.68,4814779.12,4180983.62,2351771.94,52.16,25.297148,95.206627,In Progress,False,False,False,False,False
MPLAD-2024-04245,Construction of Water Supply in District_18,Water Supply,MP_38,Uttar Pradesh,District_18,Agency_25,2023-12-02,2024-08-06,,4463826.41,4274056.67,2430447.75,1872725.42,43.98,12.888389,71.751418,In Progress,False,False,False,False,False
MPLAD-2024-04246,Construction of Roads in District_5,Roads,MP_48,Maharashtra,District_5,Agency_8,2023-09-16,2024-06-11,,3255963.13,3109093.65,2912809.27,2514300.01,85.48,8.463917,69.381587,In Progress,False,False,False,False,False
MPLAD-2024-04247,Construction of Roads in District_5,Sanitation,MP_26,Uttar Pradesh,District_9,Agency_21,2023-08-11,2024-02-27,,3199356.48,3357540.89,2253440.76,1475933.09,40.74,8.464017,69.381687,In Progress,False,False,False,False,True
MPLAD-2024-04248,Construction of Health in District_16,Health,MP_24,Gujarat,District_16,Agency_7,2023-02-14,2023-10-21,,1405289.67,2764784.15,2304551.15,1664075.5,62.29,31.671842,87.888648,In Progress,True,False,False,False,False
MPLAD-2024-04249,Construction of Roads in District_10,Roads,MP_5,Gujarat,District_10,Agency_14,2023-11-30,2024-06-07,,3464456.94,3586956.77,3408664.51,2300844.78,59.95,31.717952,74.19884,In Progress,False,False,False,False,False
MPLAD-2024-04250,Construction of Sanitation in District_4,Sanitation,MP_18,Gujarat,District_4,Agency_11,2023-02-06,2023-12-26,,4715802.68,4490801.33,4314023.59,3300799.0,24.43,19.556285,96.759772,In Progress,False,False,True,False,False
MPLAD-2024-04251,Construction of Water Supply in District_17,Water Supply,MP_18,Uttar Pradesh,District_17,Agency_11,2023-05-19,2024-04-13,,1910205.71,1865190.5,980560.9,905266.59,48.11,27.57072,87.935781,In Progress,False,False,False,False,False
MPLAD-2024-04252,Construction of Sanitation in District_14,Sanitation,MP_12,Uttar Pradesh,District_14,Agency_18,2023-10-04,2024-04-06,,4498008.37,4572191.88,3570930.29,2926889.21,67.23,13.39191,71.180344,In Progress,False,False,False,False,False
MPLAD-2024-04253,Construction of Education in District_2,Education,MP_36,Maharashtra,District_2,Agency_21,2023-02-11,2024-01-02,,1299395.4,1283029.97,960989.6,746729.72,63.53,17.592847,90.065348,In Progress,False,False,False,False,False
MPLAD-2024-04254,Construction of Education in District_15,Education,MP_21,Tamil Nadu,District_15,Agency_22,2023-06-26,2024-06-18,,3125430.48,3037946.53,2453605.76,2294683.95,69.86,22.711113,69.496642,In Progress,False,False,False,False,False
MPLAD-2024-04255,Construction of Water Supply in District_1,Water Supply,MP_45,Gujarat,District_1,Agency_23,2023-01-07,2023-07-06,,2284865.2,2312421.28,2128649.62,1763900.8,75.71,34.36746,76.778725,In Progress,False,False,False,False,False
MPLAD-2024-04256,Construction of Sanitation in District_5,Sanitation,MP_14,Maharashtra,District_5,Agency_13,2023-11-14,2024-10-24,,4015933.64,4005495.84,3802488.81,3265747.62,88.08,14.213188,87.376363,In Progress,False,False,False,False,False
MPLAD-2024-04257,Construction of Water Supply in District_1,Water Supply,MP_9,Maharashtra,District_1,Agency_12,2023-11-30,2024-09-19,,3953853.63,4049700.68,3045375.83,1538105.84,36.17,17.375725,92.709062,In Progress,False,False,False,False,False
MPLAD-2024-04258,Construction of Health in District_2,Health,MP_40,Karnataka,District_2,Agency_12,2023-03-23,2023-12-01,,4363543.27,4191043.72,4085923.71,2378440.17,55.78,14.239552,92.949642,In Progress,False,False,False,False,False
MPLAD-2024-04259,Construction of Water Supply in District_8,Water Supply,MP_4,Karnataka,District_8,Agency_22,2023-10-02,2024-08-31,2024-11-23,3997608.13,3939054.68,3312505.94,1931075.35,47.87,18.93612,74.900164,Delayed,False,False,False,True,False
MPLAD-2024-04260,Construction of Community Hall in District_2,Community Hall,MP_46,Maharashtra,District_2,Agency_23,2023-06-07,2024-05-12,,4505248.2,4585822.64,2934787.33,1787151.49,35.21,18.050885,83.276367,In Progress,False,False,False,False,False
MPLAD-2024-04261,Construction of Roads in District_5,Roads,MP_3,Tamil Nadu,District_5,Agency_22,2023-10-16,2024-08-13,,2110843.77,2153157.38,1519859.46,976271.12,49.32,15.621225,79.549471,In Progress,False,False,False,False,False
MPLAD-2024-04262,Construction of Education in District_18,Education,MP_42,Karnataka,District_18,Agency_25,2023-06-26,2024-04-16,,2529163.15,2463707.99,1499753.59,953949.78,41.54,30.245404,87.748986,In Progress,False,False,False,False,False
MPLAD-2024-04263,Construction of Education in District_17,Education,MP_27,Tamil Nadu,District_17,Agency_18,2023-01-13,2024-01-13,,2828411.97,2830605.12,1793384.85,956667.09,32.66,22.371929,69.662078,In Progress,False,False,False,False,False
MPLAD-2024-04264,Construction of Health in District_16,Health,MP_34,Gujarat,District_16,Agency_6,2023-08-31,2024-03-26,,1352933.21,1320872.11,902869.17,611235.71,42.74,14.548819,75.58777,In Progress,False,False,False,False,False
MPLAD-2024-04265,Construction of Education in District_12,Education,MP_17,Tamil Nadu,District_12,Agency_13,2023-05-27,2024-03-15,,1270539.5,1248444.78,669304.72,546524.8,42.78,17.475819,71.669143,In Progress,False,False,False,False,False
MPLAD-2024-04266,Construction of Sanitation in District_17,Sanitation,MP_19,Tamil Nadu,District_17,Agency_10,2023-12-24,2024-09-08,,1906014.62,1855067.84,1841344.25,1612846.73,78.51,25.888261,75.421393,In Progress,False,False,False,False,False
MPLAD-2024-04267,Construction of Community Hall in District_7,Community Hall,MP_49,Karnataka,District_7,Agency_7,2023-11-29,2024-06-23,,1417507.72,1446651.64,818519.51,572704.47,40.63,24.080348,96.351244,In Progress,False,False,False,False,False
MPLAD-2024-04268,Construction of Sanitation in District_4,Sanitation,MP_13,Karnataka,District_4,Agency_18,2023-11-12,2024-08-07,,4142970.45,4256567.96,2885091.96,1453445.77,35.75,36.99223,79.770494,In Progress,False,False,False,False,False
MPLAD-2024-04269,Construction of Education in District_17,Education,MP_7,Gujarat,District_17,Agency_22,2023-05-28,2023-12-13,,4942074.0,4765003.49,3088942.94,1781786.06,37.21,31.112461,77.879189,In Progress,False,False,False,False,False
MPLAD-2024-04270,Construction of Water Supply in District_3,Water Supply,MP_34,Maharashtra,District_3,Agency_1,2023-12-23,2024-10-15,,4624915.75,4645649.44,3403924.05,2907516.63,57.6,30.438822,75.045608,In Progress,False,False,False,False,False
MPLAD-2024-04271,Construction of Water Supply in District_9,Water Supply,MP_35,Maharashtra,District_9,Agency_20,2023-11-06,2024-06-12,,2123250.19,2144366.71,2039222.44,1550386.41,74.45,30.521243,75.520418,In Progress,False,False,False,False,False
MPLAD-2024-04272,Construction of Education in District_19,Education,MP_18,Karnataka,District_19,Agency_16,2023-06-06,2024-04-03,,4308934.69,4273584.26,2512131.83,1651860.16,36.69,14.632695,76.194333,In Progress,False,False,False,False,False
MPLAD-2024-04273,Construction of Sanitation in District_7,Sanitation,MP_46,Gujarat,District_7,Agency_17,2023-12-25,2024-11-03,,1723723.26,1752630.4,1384570.79,1096301.56,60.6,30.322269,71.758653,In Progress,False,False,False,False,False
MPLAD-2024-04274,Construction of Water Supply in District_11,Water Supply,MP_34,Tamil Nadu,District_11,Agency_22,2023-11-13,2024-08-25,,3284546.84,5831558.45,4454173.21,2875777.82,16.63,33.846883,89.534855,In Progress,True,False,True,False,False
MPLAD-2024-04275,Construction of Water Supply in District_11,Roads,MP_48,Karnataka,District_19,Agency_2,2023-12-06,2024-06-19,2024-06-06,1702334.85,1664009.66,1596915.18,2035888.08,100.0,33.846983,89.534955,Completed,False,True,False,False,True
MPLAD-2024-04276,Construction of Health in District_10,Health,MP_4,Karnataka,District_10,Agency_5,2023-06-04,2024-02-25,,4702955.95,4778451.04,2410315.33,1639377.43,37.13,33.668198,73.434246,In Progress,False,False,False,False,False
MPLAD-2024-04277,Construction of Water Supply in District_19,Water Supply,MP_21,Karnataka,District_19,Agency_12,2023-08-01,2024-06-08,2024-08-15,2596729.98,2683852.85,2117395.99,1866028.59,74.07,34.316978,71.399397,Delayed,False,False,False,True,False
MPLAD-2024-04278,Construction of Education in District_7,Education,MP_7,Karnataka,District_7,Agency_26,2023-06-07,2023-12-31,,1580860.57,1514908.49,1465877.6,1046377.25,63.05,17.324367,78.190967,In Progress,False,False,False,False,False
MPLAD-2024-04279,Construction of Community Hall in District_11,Community Hall,MP_38,Tamil Nadu,District_11,Agency_23,2023-09-22,2024-04-03,,4238239.29,4338040.04,3664314.33,1868208.88,46.6,14.251103,86.242781,In Progress,False,False,False,False,False
MPLAD-2024-04280,Construction of Health in District_16,Health,MP_5,Tamil Nadu,District_16,Agency_4,2023-08-27,2024-05-02,,1247276.17,1195080.92,603263.28,455263.16,39.08,9.463407,76.424062,In Progress,False,False,False,False,False
MPLAD-2024-04281,Construction of Health in District_5,Health,MP_33,Gujarat,District_5,Agency_27,2023-03-20,2023-11-07,2024-03-11,4405817.66,4230161.39,2573095.42,1777947.3,44.91,15.390623,96.916973,Delayed,False,False,False,True,False
MPLAD-2024-04282,Construction of Roads in District_17,Roads,MP_48,Uttar Pradesh,District_17,Agency_3,2023-09-06,2024-06-11,,2421047.25,4567181.34,2562431.26,2065547.79,42.91,26.23716,74.471574,In Progress,True,False,False,False,False
MPLAD-2024-04283,Construction of Education in District_9,Education,MP_44,Uttar Pradesh,District_9,Agency_14,2023-07-12,2024-03-01,,2551489.07,6013023.08,5228040.69,2977713.73,50.59,26.230579,70.626486,In Progress,True,False,False,False,False
MPLAD-2024-04284,Construction of Health in District_13,Health,MP_41,Maharashtra,District_13,Agency_6,2023-01-20,2023-08-31,,2863222.62,2794696.65,2050091.85,1741926.03,58.07,11.575822,75.810178,In Progress,False,False,False,False,False
MPLAD-2024-04285,Construction of Community Hall in District_9,Community Hall,MP_44,Maharashtra,District_9,Agency_21,2023-02-18,2023-12-16,,4809101.8,4928282.99,2512083.49,1709352.69,33.0,26.506192,81.319481,In Progress,False,False,False,False,False
MPLAD-2024-04286,Construction of Water Supply in District_12,Water Supply,MP_3,Gujarat,District_12,Agency_9,2023-07-06,2024-02-14,,4857994.1,4721474.0,3748511.39,3055391.04,68.93,19.80216,87.920735,In Progress,False,False,False,False,False
MPLAD-2024-04287,Construction of Education in District_11,Education,MP_19,Uttar Pradesh,District_11,Agency_21,2023-06-13,2024-06-12,,2212805.89,2198528.0,2083794.66,1932632.91,91.75,18.856205,91.781676,In Progress,False,False,False,False,False
MPLAD-2024-04288,Construction of Education in District_13,Education,MP_5,Maharashtra,District_13,Agency_4,2023-07-07,2024-06-18,,1103468.33,1059632.6,880222.88,555475.09,20.2,20.645758,80.45158,In Progress,False,False,True,False,False
MPLAD-2024-04289,Construction of Water Supply in District_6,Water Supply,MP_13,Tamil Nadu,District_6,Agency_9,2023-08-03,2024-06-21,,3712318.04,8417935.68,6210579.28,3703370.94,46.4,17.290187,73.078212,In Progress,True,False,False,False,False
MPLAD-2024-04290,Construction of Community Hall in District_8,Community Hall,MP_22,Uttar Pradesh,District_8,Agency_12,2023-10-30,2024-09-16,2024-12-24,3526560.76,3382131.76,3333687.24,2615540.23,84.85,17.827909,96.16495,Delayed,False,False,False,True,False
MPLAD-2024-04291,Construction of Education in District_19,Education,MP_29,Gujarat,District_19,Agency_10,2023-01-23,2023-10-18,,1582248.99,1509575.47,779683.7,552945.18,33.57,22.852869,77.497515,In Progress,False,False,False,False,False
MPLAD-2024-04292,Construction of Education in District_19,Education,MP_1,Uttar Pradesh,District_17,Agency_15,2023-11-19,2024-08-24,2025-01-04,2342515.97,2374282.59,1380761.68,1166673.22,49.94,22.852969,77.497615,Delayed,False,False,False,True,True
MPLAD-2024-04293,Construction of Health in District_12,Health,MP_2,Karnataka,District_12,Agency_4,2023-12-14,2024-09-19,,4930859.97,4968249.52,4902176.66,2510783.58,52.84,31.682024,69.542025,In Progress,False,False,False,False,False
MPLAD-2024-04294,Construction of Sanitation in District_2,Sanitation,MP_42,Gujarat,District_2,Agency_13,2023-09-12,2024-09-08,,3315878.66,3415999.06,2666253.41,1409691.14,42.86,9.757311,91.706598,In Progress,False,False,False,False,False
MPLAD-2024-04295,Construction of Sanitation in District_2,Education,MP_3,Tamil Nadu,District_6,Agency_9,2023-02-02,2023-12-25,,1172136.73,1129634.75,720202.92,974683.68,94.5,9.757411,91.706698,In Progress,False,True,False,False,True
MPLAD-2024-04296,Construction of Water Supply in District_16,Water Supply,MP_7,Gujarat,District_16,Agency_24,2023-10-30,2024-05-17,,2475481.59,2558712.02,1877110.73,1210219.79,47.88,15.555173,79.633637,In Progress,False,False,False,False,False
MPLAD-2024-04297,Construction of Roads in District_5,Roads,MP_4,Tamil Nadu,District_5,Agency_27,2023-03-15,2023-11-05,,2330420.6,2401298.25,2310355.95,1944874.94,80.01,22.625714,71.627137,In Progress,False,False,False,False,False
MPLAD-2024-04298,Construction of Roads in District_1,Roads,MP_46,Tamil Nadu,District_1,Agency_25,2023-03-11,2023-10-14,,3987458.84,4025928.12,3829543.34,2260483.75,59.06,27.855478,75.70952,In Progress,False,False,False,False,False
MPLAD-2024-04299,Construction of Education in District_8,Education,MP_2,Tamil Nadu,District_8,Agency_5,2023-01-08,2023-07-13,2023-10-14,3669514.56,3825238.99,3669238.07,3022835.58,71.88,33.295666,87.07558,Delayed,False,False,False,True,False
MPLAD-2024-04300,Construction of Sanitation in District_18,Sanitation,MP_43,Uttar Pradesh,District_18,Agency_22,2023-11-25,2024-10-20,,2241737.01,2171626.77,1211989.09,633393.51,30.65,14.839447,68.703335,In Progress,False,False,False,False,False
MPLAD-2024-04301,Construction of Community Hall in District_11,Community Hall,MP_15,Uttar Pradesh,District_11,Agency_25,2023-11-22,2024-09-21,,2589082.61,2584579.44,1510984.21,785442.46,28.5,27.69398,70.385067,In Progress,False,False,False,False,False
MPLAD-2024-04302,Construction of Health in District_9,Health,MP_27,Gujarat,District_9,Agency_24,2023-10-03,2024-08-30,,3220148.12,3106287.54,1857077.19,1257027.78,5.27,13.022902,78.11962,In Progress,False,False,True,False,False
MPLAD-2024-04303,Construction of Health in District_13,Health,MP_5,Uttar Pradesh,District_13,Agency_29,2023-08-27,2024-03-04,,2318676.02,2376474.0,1277096.1,1133043.28,16.44,30.213758,76.971799,In Progress,False,False,True,False,False
MPLAD-2024-04304,Construction of Education in District_2,Education,MP_9,Karnataka,District_2,Agency_16,2023-06-21,2024-04-04,,4291527.14,4155400.79,2336185.45,1215354.58,31.82,16.932316,94.610919,In Progress,False,False,False,False,False
MPLAD-2024-04305,Construction of Water Supply in District_16,Water Supply,MP_48,Maharashtra,District_16,Agency_25,2023-06-14,2024-05-12,,2090454.25,2175654.05,2071145.47,1896453.09,87.1,33.112442,95.572211,In Progress,False,False,False,False,False
MPLAD-2024-04306,Construction of Community Hall in District_15,Community Hall,MP_13,Karnataka,District_15,Agency_18,2023-09-15,2024-04-21,2024-10-08,2298467.77,2279821.31,1959780.21,1244777.76,57.37,10.142872,83.181453,Delayed,False,False,False,True,False
MPLAD-2024-04307,Construction of Education in District_6,Education,MP_11,Uttar Pradesh,District_6,Agency_17,2023-02-12,2023-09-30,,1489253.94,1458474.55,917836.55,805419.41,51.84,31.44499,91.02485,In Progress,False,False,False,False,False
MPLAD-2024-04308,Construction of Education in District_7,Education,MP_22,Uttar Pradesh,District_7,Agency_20,2023-01-15,2023-12-09,,2995532.22,2915804.11,1788694.7,1268571.06,39.23,23.409172,95.630606,In Progress,False,False,False,False,False
MPLAD-2024-04309,Construction of Roads in District_9,Roads,MP_20,Maharashtra,District_9,Agency_3,2023-10-30,2024-06-05,,1618827.53,1630700.92,1599537.15,1419165.29,93.13,31.833648,76.961685,In Progress,False,False,False,False,False
MPLAD-2024-04310,Construction of Water Supply in District_17,Water Supply,MP_43,Maharashtra,District_17,Agency_27,2023-12-24,2024-12-02,,4562467.33,4763827.42,3562848.48,2349901.55,48.48,17.691987,74.160135,In Progress,False,False,False,False,False
MPLAD-2024-04311,Construction of Education in District_7,Education,MP_13,Gujarat,District_7,Agency_21,2023-04-11,2024-01-03,,3473793.88,3495538.75,2556261.39,1388383.34,42.08,13.073073,71.322299,In Progress,False,False,False,False,False
MPLAD-2024-04312,Construction of Education in District_17,Education,MP_29,Uttar Pradesh,District_17,Agency_17,2023-02-10,2024-01-12,2024-05-13,3492285.58,3456889.3,1831820.29,1209011.94,36.88,25.842227,78.520795,Delayed,False,False,False,True,False
MPLAD-2024-04313,Construction of Sanitation in District_11,Sanitation,MP_36,Tamil Nadu,District_11,Agency_16,2023-04-05,2023-12-29,,1767219.17,1790510.34,1689843.64,1336366.75,79.31,23.124307,88.821162,In Progress,False,False,False,False,False
MPLAD-2024-04314,Construction of Education in District_7,Education,MP_1,Uttar Pradesh,District_7,Agency_1,2023-02-05,2023-12-24,,4584907.1,4710157.12,4497856.1,3121569.8,71.63,26.02545,93.231414,In Progress,False,False,False,False,False
MPLAD-2024-04315,Construction of Sanitation in District_13,Sanitation,MP_44,Tamil Nadu,District_13,Agency_15,2023-03-28,2024-02-29,2024-09-16,1157506.12,1175777.63,1086403.88,628366.13,55.17,31.923687,76.350532,Delayed,False,False,False,True,False
MPLAD-2024-04316,Construction of Health in District_12,Health,MP_3,Karnataka,District_12,Agency_18,2023-03-13,2024-01-04,,2620985.31,2639205.8,2004698.09,1037702.35,36.16,10.913531,75.605769,In Progress,False,False,False,False,False
